year,gennme,prodnme,state,quarter,suppression,totalRX
2017,Febuxostat,ULORIC,AR,4,T,0
2017,Allopurinol,ALLOPURINOL,AZ,1,F,6510
2017,Allopurinol,ALLOPURINOL,AZ,1,T,0
2017,Febuxostat,ULORIC,AZ,1,F,420
2017,Febuxostat,ULORIC,AZ,1,T,0
2017,Allopurinol,ALLOPURINOL,AZ,2,F,6943
2017,Allopurinol,ALLOPURINOL,AZ,2,T,0
2017,Febuxostat,ULORIC,AZ,2,F,467
2017,Febuxostat,ULORIC,AZ,2,T,0
2017,Allopurinol,ALLOPURINOL,AZ,3,F,6991
2017,Allopurinol,ALLOPURINOL,AZ,3,T,0
2017,Febuxostat,ULORIC,AZ,3,F,425
2017,Febuxostat,ULORIC,AZ,3,T,0
2017,Allopurinol,ALLOPURINOL,AZ,4,F,6653
2017,Allopurinol,ALLOPURINOL,AZ,4,T,0
2017,Febuxostat,ULORIC,AZ,4,F,429
2017,Febuxostat,ULORIC,AZ,4,T,0
2017,Allopurinol,ALLOPURINOL,CA,1,F,47216
2017,Allopurinol,ALLOPURINOL,CA,1,T,0
2017,Febuxostat,ULORIC,CA,1,F,2601
2017,Allopurinol,ALLOPURINOL,CA,2,F,49991
2017,Allopurinol,ALLOPURINOL,CA,2,T,0
2017,Febuxostat,ULORIC,CA,2,F,2836
2017,Allopurinol,ALLOPURINOL,CA,3,F,49254
2017,Allopurinol,ALLOPURINOL,CA,3,T,0
2017,Allopurinol,ZYLOPRIM,CA,3,T,0
2017,Febuxostat,ULORIC,CA,3,F,2822
2017,Allopurinol,ALLOPURINOL,CA,4,F,49748
2017,Allopurinol,ALLOPURINOL,CA,4,T,0
2017,Allopurinol,ZYLOPRIM,CA,4,T,0
2017,Febuxostat,ULORIC,CA,4,F,2861
2017,Allopurinol,ALLOPURINOL,CO,1,F,3277
2017,Allopurinol,ALLOPURINOL,CO,1,T,0
2017,Febuxostat,ULORIC,CO,1,F,252
2017,Febuxostat,ULORIC,CO,1,T,0
2017,Allopurinol,ALLOPURINOL,CO,2,F,3583
2017,Allopurinol,ALLOPURINOL,CO,2,T,0
2017,Febuxostat,ULORIC,CO,2,F,329
2017,Febuxostat,ULORIC,CO,2,T,0
2017,Allopurinol,ALLOPURINOL,CO,3,F,3567
2017,Allopurinol,ALLOPURINOL,CO,3,T,0
2017,Febuxostat,ULORIC,CO,3,F,345
2017,Febuxostat,ULORIC,CO,3,T,0
2017,Allopurinol,ALLOPURINOL,CO,4,F,3360
2017,Allopurinol,ALLOPURINOL,CO,4,T,0
2017,Febuxostat,ULORIC,CO,4,F,307
2017,Febuxostat,ULORIC,CO,4,T,0
2017,Allopurinol,ALLOPURINOL,CT,1,F,2616
2017,Allopurinol,ALLOPURINOL,CT,1,T,0
2017,Febuxostat,ULORIC,CT,1,F,243
2017,Allopurinol,ALLOPURINOL,CT,2,F,2629
2017,Allopurinol,ALLOPURINOL,CT,2,T,0
2017,Febuxostat,ULORIC,CT,2,F,271
2017,Allopurinol,ALLOPURINOL,CT,3,F,2652
2017,Allopurinol,ALLOPURINOL,CT,3,T,0
2017,Febuxostat,ULORIC,CT,3,F,272
2017,Allopurinol,ALLOPURINOL,CT,4,F,2730
2017,Allopurinol,ALLOPURINOL,CT,4,T,0
2017,Febuxostat,ULORIC,CT,4,F,243
2017,Allopurinol,ALLOPURINOL,DC,1,F,943
2017,Allopurinol,ALLOPURINOL,DC,1,T,0
2017,Febuxostat,ULORIC,DC,1,T,0
2017,Allopurinol,ALLOPURINOL,DC,2,F,939
2017,Allopurinol,ALLOPURINOL,DC,2,T,0
2017,Febuxostat,ULORIC,DC,2,T,0
2017,Allopurinol,ALLOPURINOL,DC,3,F,790
2017,Allopurinol,ALLOPURINOL,DC,3,T,0
2017,Febuxostat,ULORIC,DC,3,F,17
2017,Febuxostat,ULORIC,DC,3,T,0
2017,Allopurinol,ALLOPURINOL,DC,4,F,941
2017,Allopurinol,ALLOPURINOL,DC,4,T,0
2017,Febuxostat,ULORIC,DC,4,F,19
2017,Febuxostat,ULORIC,DC,4,T,0
2017,Allopurinol,ALLOPURINOL,DE,1,F,608
2017,Allopurinol,ALLOPURINOL,DE,1,T,0
2017,Febuxostat,ULORIC,DE,1,F,20
2017,Febuxostat,ULORIC,DE,1,T,0
2017,Allopurinol,ALLOPURINOL,DE,2,F,717
2017,Allopurinol,ALLOPURINOL,DE,2,T,0
2017,Febuxostat,ULORIC,DE,2,F,22
2017,Febuxostat,ULORIC,DE,2,T,0
2017,Allopurinol,ALLOPURINOL,DE,3,F,745
2017,Allopurinol,ALLOPURINOL,DE,3,T,0
2017,Febuxostat,ULORIC,DE,3,F,27
2017,Febuxostat,ULORIC,DE,3,T,0
2017,Allopurinol,ALLOPURINOL,DE,4,F,628
2017,Allopurinol,ALLOPURINOL,DE,4,T,0
2017,Febuxostat,ULORIC,DE,4,F,26
2017,Febuxostat,ULORIC,DE,4,T,0
2017,Allopurinol,ALLOPURINOL,FL,1,F,9198
2017,Allopurinol,ALLOPURINOL,FL,1,T,0
2017,Febuxostat,ULORIC,FL,1,F,197
2017,Febuxostat,ULORIC,FL,1,T,0
2017,Allopurinol,ALLOPURINOL,FL,2,F,12020
2017,Allopurinol,ALLOPURINOL,FL,2,T,0
2017,Febuxostat,ULORIC,FL,2,F,241
2017,Febuxostat,ULORIC,FL,2,T,0
2017,Allopurinol,ALLOPURINOL,FL,3,F,9989
2017,Allopurinol,ALLOPURINOL,FL,3,T,0
2017,Febuxostat,ULORIC,FL,3,F,221
2017,Febuxostat,ULORIC,FL,3,T,0
2017,Allopurinol,ALLOPURINOL,FL,4,F,9809
2017,Allopurinol,ALLOPURINOL,FL,4,T,0
2017,Febuxostat,ULORIC,FL,4,F,211
2017,Febuxostat,ULORIC,FL,4,T,0
2017,Allopurinol,ALLOPURINOL,GA,1,F,5593
2017,Allopurinol,ALLOPURINOL,GA,1,T,0
2017,Febuxostat,ULORIC,GA,1,F,169
2017,Febuxostat,ULORIC,GA,1,T,0
2017,Allopurinol,ALLOPURINOL,GA,2,F,5844
2017,Allopurinol,ALLOPURINOL,GA,2,T,0
2017,Febuxostat,ULORIC,GA,2,F,188
2017,Febuxostat,ULORIC,GA,2,T,0
2017,Allopurinol,ALLOPURINOL,GA,3,F,5829
2017,Allopurinol,ALLOPURINOL,GA,3,T,0
2017,Febuxostat,ULORIC,GA,3,F,195
2017,Febuxostat,ULORIC,GA,3,T,0
2017,Allopurinol,ALLOPURINOL,GA,4,F,5871
2017,Allopurinol,ALLOPURINOL,GA,4,T,0
2017,Febuxostat,ULORIC,GA,4,F,187
2017,Febuxostat,ULORIC,GA,4,T,0
2017,Allopurinol,ALLOPURINOL,HI,1,F,5268
2017,Allopurinol,ALLOPURINOL,HI,1,T,0
2017,Febuxostat,ULORIC,HI,1,F,368
2017,Febuxostat,ULORIC,HI,1,T,0
2017,Allopurinol,ALLOPURINOL,HI,2,F,5214
2017,Allopurinol,ALLOPURINOL,HI,2,T,0
2017,Febuxostat,ULORIC,HI,2,F,376
2017,Allopurinol,ALLOPURINOL,HI,3,F,4404
2017,Allopurinol,ALLOPURINOL,HI,3,T,0
2017,Febuxostat,ULORIC,HI,3,F,294
2017,Allopurinol,ALLOPURINOL,HI,4,F,3944
2017,Allopurinol,ALLOPURINOL,HI,4,T,0
2017,Febuxostat,ULORIC,HI,4,F,257
2017,Allopurinol,ALLOPURINOL,IA,1,F,828
2017,Allopurinol,ALLOPURINOL,IA,1,T,0
2017,Febuxostat,ULORIC,IA,1,F,13
2017,Febuxostat,ULORIC,IA,1,T,0
2017,Allopurinol,ALLOPURINOL,IA,2,F,904
2017,Allopurinol,ALLOPURINOL,IA,2,T,0
2017,Febuxostat,ULORIC,IA,2,F,18
2017,Febuxostat,ULORIC,IA,2,T,0
2017,Allopurinol,ALLOPURINOL,IA,3,F,1044
2017,Allopurinol,ALLOPURINOL,IA,3,T,0
2017,Febuxostat,ULORIC,IA,3,F,24
2017,Febuxostat,ULORIC,IA,3,T,0
2017,Allopurinol,ALLOPURINOL,IA,4,F,1173
2017,Allopurinol,ALLOPURINOL,IA,4,T,0
2017,Febuxostat,ULORIC,IA,4,F,26
2017,Febuxostat,ULORIC,IA,4,T,0
2017,Allopurinol,ALLOPURINOL,ID,1,F,672
2017,Allopurinol,ALLOPURINOL,ID,1,T,0
2017,Febuxostat,ULORIC,ID,1,T,0
2017,Allopurinol,ALLOPURINOL,ID,2,F,634
2017,Allopurinol,ALLOPURINOL,ID,2,T,0
2017,Febuxostat,ULORIC,ID,2,F,16
2017,Febuxostat,ULORIC,ID,2,T,0
2017,Allopurinol,ALLOPURINOL,ID,3,F,691
2017,Allopurinol,ALLOPURINOL,ID,3,T,0
2017,Febuxostat,ULORIC,ID,3,F,16
2017,Febuxostat,ULORIC,ID,3,T,0
2017,Allopurinol,ALLOPURINOL,ID,4,F,686
2017,Allopurinol,ALLOPURINOL,ID,4,T,0
2017,Febuxostat,ULORIC,ID,4,F,18
2017,Febuxostat,ULORIC,ID,4,T,0
2017,Allopurinol,ALLOPURINOL,IL,1,F,19410
2017,Allopurinol,ALLOPURINOL,IL,1,T,0
2017,Febuxostat,ULORIC,IL,1,F,375
2017,Allopurinol,ALLOPURINOL,IL,2,F,13551
2017,Allopurinol,ALLOPURINOL,IL,2,T,0
2017,Febuxostat,ULORIC,IL,2,F,261
2017,Allopurinol,ALLOPURINOL,IL,3,F,14283
2017,Allopurinol,ALLOPURINOL,IL,3,T,0
2017,Febuxostat,ULORIC,IL,3,F,272
2017,Allopurinol,ALLOPURINOL,IL,4,F,14086
2017,Allopurinol,ALLOPURINOL,IL,4,T,0
2017,Febuxostat,ULORIC,IL,4,F,293
2017,Allopurinol,ALLOPURINOL,IN,1,F,5260
2017,Allopurinol,ALLOPURINOL,IN,1,T,0
2017,Febuxostat,ULORIC,IN,1,F,373
2017,Allopurinol,ALLOPURINOL,IN,2,F,5474
2017,Allopurinol,ALLOPURINOL,IN,2,T,0
2017,Febuxostat,ULORIC,IN,2,F,388
2017,Allopurinol,ALLOPURINOL,IN,3,F,5678
2017,Allopurinol,ALLOPURINOL,IN,3,T,0
2017,Febuxostat,ULORIC,IN,3,F,330
2017,Febuxostat,ULORIC,IN,3,T,0
2017,Allopurinol,ALLOPURINOL,IN,4,F,5794
2017,Allopurinol,ALLOPURINOL,IN,4,T,0
2017,Febuxostat,ULORIC,IN,4,F,352
2017,Allopurinol,ALLOPURINOL,KS,1,F,826
2017,Allopurinol,ALLOPURINOL,KS,1,T,0
2017,Febuxostat,ULORIC,KS,1,F,43
2017,Allopurinol,ALLOPURINOL,KS,2,F,1973
2017,Allopurinol,ALLOPURINOL,KS,2,T,0
2017,Febuxostat,ULORIC,KS,2,F,126
2017,Allopurinol,ALLOPURINOL,KS,3,F,700
2017,Allopurinol,ALLOPURINOL,KS,3,T,0
2017,Febuxostat,ULORIC,KS,3,F,38
2017,Febuxostat,ULORIC,KS,3,T,0
2017,Allopurinol,ALLOPURINOL,KS,4,F,744
2017,Allopurinol,ALLOPURINOL,KS,4,T,0
2017,Febuxostat,ULORIC,KS,4,F,57
2017,Allopurinol,ALLOPURINOL,KY,1,F,10319
2017,Allopurinol,ALLOPURINOL,KY,1,T,0
2017,Allopurinol,ZYLOPRIM,KY,1,T,0
2017,Febuxostat,ULORIC,KY,1,F,774
2017,Febuxostat,ULORIC,KY,1,T,0
2017,Allopurinol,ALLOPURINOL,KY,2,F,7303
2017,Allopurinol,ALLOPURINOL,KY,2,T,0
2017,Allopurinol,ZYLOPRIM,KY,2,T,0
2017,Febuxostat,ULORIC,KY,2,F,304
2017,Febuxostat,ULORIC,KY,2,T,0
2017,Allopurinol,ALLOPURINOL,KY,3,F,10893
2017,Allopurinol,ALLOPURINOL,KY,3,T,0
2017,Allopurinol,ZYLOPRIM,KY,3,T,0
2017,Febuxostat,ULORIC,KY,3,F,759
2017,Febuxostat,ULORIC,KY,3,T,0
2017,Allopurinol,ALLOPURINOL,KY,4,F,10825
2017,Allopurinol,ALLOPURINOL,KY,4,T,0
2017,Allopurinol,ZYLOPRIM,KY,4,T,0
2017,Febuxostat,ULORIC,KY,4,F,800
2017,Febuxostat,ULORIC,KY,4,T,0
2017,Allopurinol,ALLOPURINOL,LA,1,F,6764
2017,Allopurinol,ALLOPURINOL,LA,1,T,0
2017,Febuxostat,ULORIC,LA,1,F,225
2017,Febuxostat,ULORIC,LA,1,T,0
2017,Allopurinol,ALLOPURINOL,LA,2,F,8090
2017,Allopurinol,ALLOPURINOL,LA,2,T,0
2017,Febuxostat,ULORIC,LA,2,F,283
2017,Febuxostat,ULORIC,LA,2,T,0
2017,Allopurinol,ALLOPURINOL,LA,3,F,7749
2017,Allopurinol,ALLOPURINOL,LA,3,T,0
2017,Febuxostat,ULORIC,LA,3,F,274
2017,Febuxostat,ULORIC,LA,3,T,0
2017,Allopurinol,ALLOPURINOL,LA,4,F,7842
2017,Allopurinol,ALLOPURINOL,LA,4,T,0
2017,Febuxostat,ULORIC,LA,4,F,312
2017,Allopurinol,ALLOPURINOL,MA,1,F,6299
2017,Allopurinol,ALLOPURINOL,MA,1,T,0
2017,Febuxostat,ULORIC,MA,1,F,222
2017,Allopurinol,ALLOPURINOL,MA,2,F,6777
2017,Allopurinol,ALLOPURINOL,MA,2,T,0
2017,Febuxostat,ULORIC,MA,2,F,254
2017,Allopurinol,ALLOPURINOL,MA,3,F,6002
2017,Allopurinol,ALLOPURINOL,MA,3,T,0
2017,Febuxostat,ULORIC,MA,3,F,227
2017,Allopurinol,ALLOPURINOL,MA,4,F,6039
2017,Allopurinol,ALLOPURINOL,MA,4,T,0
2017,Febuxostat,ULORIC,MA,4,F,230
2017,Allopurinol,ALLOPURINOL,MD,1,F,5144
2017,Allopurinol,ALLOPURINOL,MD,1,T,0
2017,Febuxostat,ULORIC,MD,1,F,220
2017,Febuxostat,ULORIC,MD,1,T,0
2017,Allopurinol,ALLOPURINOL,MD,2,F,5045
2017,Allopurinol,ALLOPURINOL,MD,2,T,0
2017,Febuxostat,ULORIC,MD,2,F,220
2017,Allopurinol,ALLOPURINOL,MD,3,F,4634
2017,Allopurinol,ALLOPURINOL,MD,3,T,0
2017,Febuxostat,ULORIC,MD,3,F,214
2017,Allopurinol,ALLOPURINOL,MD,4,F,5056
2017,Allopurinol,ALLOPURINOL,MD,4,T,0
2017,Febuxostat,ULORIC,MD,4,F,248
2017,Febuxostat,ULORIC,MD,4,T,0
2017,Allopurinol,ALLOPURINOL,ME,1,F,430
2017,Allopurinol,ALLOPURINOL,ME,1,T,0
2017,Febuxostat,ULORIC,ME,1,F,16
2017,Febuxostat,ULORIC,ME,1,T,0
2017,Allopurinol,ALLOPURINOL,ME,2,F,463
2017,Allopurinol,ALLOPURINOL,ME,2,T,0
2017,Febuxostat,ULORIC,ME,2,F,31
2017,Febuxostat,ULORIC,ME,2,T,0
2017,Allopurinol,ALLOPURINOL,ME,3,F,431
2017,Allopurinol,ALLOPURINOL,ME,3,T,0
2017,Febuxostat,ULORIC,ME,3,F,35
2017,Febuxostat,ULORIC,ME,3,T,0
2017,Allopurinol,ALLOPURINOL,ME,4,F,436
2017,Allopurinol,ALLOPURINOL,ME,4,T,0
2017,Febuxostat,ULORIC,ME,4,F,45
2017,Allopurinol,ALLOPURINOL,MI,1,F,12813
2017,Allopurinol,ALLOPURINOL,MI,1,T,0
2017,Febuxostat,ULORIC,MI,1,F,312
2017,Allopurinol,ALLOPURINOL,MI,2,F,13251
2017,Allopurinol,ALLOPURINOL,MI,2,T,0
2017,Febuxostat,ULORIC,MI,2,F,315
2017,Febuxostat,ULORIC,MI,2,T,0
2017,Allopurinol,ALLOPURINOL,MI,3,F,13344
2017,Allopurinol,ALLOPURINOL,MI,3,T,0
2017,Febuxostat,ULORIC,MI,3,F,349
2017,Febuxostat,ULORIC,MI,3,T,0
2017,Allopurinol,ALLOPURINOL,MI,4,F,13358
2017,Allopurinol,ALLOPURINOL,MI,4,T,0
2017,Febuxostat,ULORIC,MI,4,F,303
2017,Febuxostat,ULORIC,MI,4,T,0
2017,Allopurinol,ALLOPURINOL,MN,1,F,6578
2017,Allopurinol,ALLOPURINOL,MN,1,T,0
2017,Febuxostat,ULORIC,MN,1,F,300
2017,Febuxostat,ULORIC,MN,1,T,0
2017,Allopurinol,ALLOPURINOL,MN,2,F,7007
2017,Allopurinol,ALLOPURINOL,MN,2,T,0
2017,Febuxostat,ULORIC,MN,2,F,321
2017,Febuxostat,ULORIC,MN,2,T,0
2017,Allopurinol,ALLOPURINOL,MN,3,F,7036
2017,Allopurinol,ALLOPURINOL,MN,3,T,0
2017,Febuxostat,ULORIC,MN,3,F,273
2017,Febuxostat,ULORIC,MN,3,T,0
2017,Allopurinol,ALLOPURINOL,MN,4,F,7022
2017,Allopurinol,ALLOPURINOL,MN,4,T,0
2017,Febuxostat,ULORIC,MN,4,F,274
2017,Febuxostat,ULORIC,MN,4,T,0
2017,Allopurinol,ALLOPURINOL,MO,1,F,3616
2017,Allopurinol,ALLOPURINOL,MO,1,T,0
2017,Febuxostat,ULORIC,MO,1,F,197
2017,Allopurinol,ALLOPURINOL,MO,2,F,3502
2017,Allopurinol,ALLOPURINOL,MO,2,T,0
2017,Febuxostat,ULORIC,MO,2,F,210
2017,Allopurinol,ALLOPURINOL,MO,3,F,3682
2017,Allopurinol,ALLOPURINOL,MO,3,T,0
2017,Febuxostat,ULORIC,MO,3,F,240
2017,Allopurinol,ALLOPURINOL,MO,4,F,3651
2017,Allopurinol,ALLOPURINOL,MO,4,T,0
2017,Allopurinol Sodium,ALLOPURINOL SODIUM,MO,4,T,0
2017,Febuxostat,ULORIC,MO,4,F,232
2017,Allopurinol,ALLOPURINOL,MS,1,F,1613
2017,Allopurinol,ALLOPURINOL,MS,1,T,0
2017,Febuxostat,ULORIC,MS,1,F,73
2017,Febuxostat,ULORIC,MS,1,T,0
2017,Allopurinol,ALLOPURINOL,MS,2,F,1736
2017,Allopurinol,ALLOPURINOL,MS,2,T,0
2017,Febuxostat,ULORIC,MS,2,F,79
2017,Febuxostat,ULORIC,MS,2,T,0
2017,Allopurinol,ALLOPURINOL,MS,3,F,1659
2017,Allopurinol,ALLOPURINOL,MS,3,T,0
2017,Febuxostat,ULORIC,MS,3,F,73
2017,Febuxostat,ULORIC,MS,3,T,0
2017,Allopurinol,ALLOPURINOL,MS,4,F,1615
2017,Allopurinol,ALLOPURINOL,MS,4,T,0
2017,Febuxostat,ULORIC,MS,4,F,69
2017,Febuxostat,ULORIC,MS,4,T,0
2017,Allopurinol,ALLOPURINOL,MT,1,F,991
2017,Allopurinol,ALLOPURINOL,MT,1,T,0
2017,Febuxostat,ULORIC,MT,1,F,61
2017,Allopurinol,ALLOPURINOL,MT,2,F,1153
2017,Allopurinol,ALLOPURINOL,MT,2,T,0
2017,Febuxostat,ULORIC,MT,2,F,68
2017,Allopurinol,ALLOPURINOL,MT,3,F,1149
2017,Allopurinol,ALLOPURINOL,MT,3,T,0
2017,Febuxostat,ULORIC,MT,3,F,70
2017,Allopurinol,ALLOPURINOL,MT,4,F,1229
2017,Allopurinol,ALLOPURINOL,MT,4,T,0
2017,Febuxostat,ULORIC,MT,4,F,88
2017,Allopurinol,ALLOPURINOL,NC,1,F,4964
2017,Allopurinol,ALLOPURINOL,NC,1,T,0
2017,Febuxostat,ULORIC,NC,1,F,772
2017,Allopurinol,ALLOPURINOL,NC,2,F,4264
2017,Allopurinol,ALLOPURINOL,NC,2,T,0
2017,Febuxostat,ULORIC,NC,2,F,646
2017,Allopurinol,ALLOPURINOL,NC,3,F,4929
2017,Allopurinol,ALLOPURINOL,NC,3,T,0
2017,Febuxostat,ULORIC,NC,3,F,767
2017,Allopurinol,ALLOPURINOL,NC,4,F,4106
2017,Allopurinol,ALLOPURINOL,NC,4,T,0
2017,Allopurinol,ZYLOPRIM,NC,4,T,0
2017,Febuxostat,ULORIC,NC,4,F,643
2017,Allopurinol,ALLOPURINOL,ND,1,F,212
2017,Allopurinol,ALLOPURINOL,ND,1,T,0
2017,Febuxostat,ULORIC,ND,1,T,0
2017,Allopurinol,ALLOPURINOL,ND,2,F,272
2017,Allopurinol,ALLOPURINOL,ND,2,T,0
2017,Febuxostat,ULORIC,ND,2,T,0
2017,Allopurinol,ALLOPURINOL,ND,3,F,250
2017,Allopurinol,ALLOPURINOL,ND,3,T,0
2017,Febuxostat,ULORIC,ND,3,T,0
2017,Allopurinol,ALLOPURINOL,ND,4,F,242
2017,Allopurinol,ALLOPURINOL,ND,4,T,0
2017,Febuxostat,ULORIC,ND,4,T,0
2017,Allopurinol,ALLOPURINOL,NE,1,F,496
2017,Allopurinol,ALLOPURINOL,NE,1,T,0
2017,Febuxostat,ULORIC,NE,1,F,21
2017,Febuxostat,ULORIC,NE,1,T,0
2017,Allopurinol,ALLOPURINOL,NE,2,F,534
2017,Allopurinol,ALLOPURINOL,NE,2,T,0
2017,Febuxostat,ULORIC,NE,2,F,19
2017,Febuxostat,ULORIC,NE,2,T,0
2017,Allopurinol,ALLOPURINOL,NE,3,F,635
2017,Allopurinol,ALLOPURINOL,NE,3,T,0
2017,Febuxostat,ULORIC,NE,3,F,31
2017,Allopurinol,ALLOPURINOL,NE,4,F,644
2017,Allopurinol,ALLOPURINOL,NE,4,T,0
2017,Febuxostat,ULORIC,NE,4,F,32
2017,Allopurinol,ALLOPURINOL,NH,1,F,172
2017,Allopurinol,ALLOPURINOL,NH,1,T,0
2017,Febuxostat,ULORIC,NH,1,T,0
2017,Allopurinol,ALLOPURINOL,NH,2,F,202
2017,Allopurinol,ALLOPURINOL,NH,2,T,0
2017,Febuxostat,ULORIC,NH,2,T,0
2017,Allopurinol,ALLOPURINOL,NH,3,F,203
2017,Allopurinol,ALLOPURINOL,NH,3,T,0
2017,Febuxostat,ULORIC,NH,3,T,0
2017,Allopurinol,ALLOPURINOL,NH,4,F,245
2017,Allopurinol,ALLOPURINOL,NH,4,T,0
2017,Febuxostat,ULORIC,NH,4,T,0
2017,Allopurinol,ALLOPURINOL,NJ,1,F,6113
2017,Allopurinol,ALLOPURINOL,NJ,1,T,0
2017,Febuxostat,ULORIC,NJ,1,F,371
2017,Febuxostat,ULORIC,NJ,1,T,0
2017,Allopurinol,ALLOPURINOL,NJ,2,F,6324
2017,Allopurinol,ALLOPURINOL,NJ,2,T,0
2017,Febuxostat,ULORIC,NJ,2,F,427
2017,Febuxostat,ULORIC,NJ,2,T,0
2017,Allopurinol,ALLOPURINOL,NJ,3,F,6791
2017,Allopurinol,ALLOPURINOL,NJ,3,T,0
2017,Febuxostat,ULORIC,NJ,3,F,416
2017,Febuxostat,ULORIC,NJ,3,T,0
2017,Allopurinol,ALLOPURINOL,NJ,4,F,6606
2017,Allopurinol,ALLOPURINOL,NJ,4,T,0
2017,Febuxostat,ULORIC,NJ,4,F,393
2017,Febuxostat,ULORIC,NJ,4,T,0
2017,Allopurinol,ALLOPURINOL,NM,1,F,2536
2017,Allopurinol,ALLOPURINOL,NM,1,T,0
2017,Febuxostat,ULORIC,NM,1,F,91
2017,Febuxostat,ULORIC,NM,1,T,0
2017,Allopurinol,ALLOPURINOL,NM,2,F,2526
2017,Allopurinol,ALLOPURINOL,NM,2,T,0
2017,Febuxostat,ULORIC,NM,2,F,86
2017,Febuxostat,ULORIC,NM,2,T,0
2017,Allopurinol,ALLOPURINOL,NM,3,F,2463
2017,Allopurinol,ALLOPURINOL,NM,3,T,0
2017,Febuxostat,ULORIC,NM,3,F,96
2017,Allopurinol,ALLOPURINOL,NM,4,F,2208
2017,Allopurinol,ALLOPURINOL,NM,4,T,0
2017,Febuxostat,ULORIC,NM,4,F,76
2017,Febuxostat,ULORIC,NM,4,T,0
2017,Allopurinol,ALLOPURINOL,NV,1,F,3744
2017,Allopurinol,ALLOPURINOL,NV,1,T,0
2017,Febuxostat,ULORIC,NV,1,F,201
2017,Allopurinol,ALLOPURINOL,NV,2,F,3571
2017,Allopurinol,ALLOPURINOL,NV,2,T,0
2017,Febuxostat,ULORIC,NV,2,F,200
2017,Allopurinol,ALLOPURINOL,NV,3,F,3585
2017,Allopurinol,ALLOPURINOL,NV,3,T,0
2017,Febuxostat,ULORIC,NV,3,F,197
2017,Allopurinol,ALLOPURINOL,NV,4,F,3466
2017,Allopurinol,ALLOPURINOL,NV,4,T,0
2017,Febuxostat,ULORIC,NV,4,F,189
2017,Allopurinol,ALLOPURINOL,NY,1,F,23858
2017,Allopurinol,ALLOPURINOL,NY,1,T,0
2017,Febuxostat,ULORIC,NY,1,F,1543
2017,Allopurinol,ALLOPURINOL,NY,2,F,24970
2017,Allopurinol,ALLOPURINOL,NY,2,T,0
2017,Febuxostat,ULORIC,NY,2,F,1588
2017,Febuxostat,ULORIC,NY,2,T,0
2017,Allopurinol,ALLOPURINOL,NY,3,F,26243
2017,Allopurinol,ALLOPURINOL,NY,3,T,0
2017,Febuxostat,ULORIC,NY,3,F,1721
2017,Allopurinol,ALLOPURINOL,NY,4,F,25709
2017,Allopurinol,ALLOPURINOL,NY,4,T,0
2017,Febuxostat,ULORIC,NY,4,F,1623
2017,Allopurinol,ALLOPURINOL,OH,1,F,20381
2017,Allopurinol,ALLOPURINOL,OH,1,T,0
2017,Febuxostat,ULORIC,OH,1,F,891
2017,Allopurinol,ALLOPURINOL,OH,2,F,24343
2017,Allopurinol,ALLOPURINOL,OH,2,T,0
2017,Febuxostat,ULORIC,OH,2,F,1173
2017,Allopurinol,ALLOPURINOL,OH,3,F,18732
2017,Allopurinol,ALLOPURINOL,OH,3,T,0
2017,Febuxostat,ULORIC,OH,3,F,854
2017,Allopurinol,ALLOPURINOL,OH,4,F,18632
2017,Allopurinol,ALLOPURINOL,OH,4,T,0
